1.17916,1.34225,
3.29672,5.83515,
0.388921,0.476194,
0.232889,0.516309,
0.926274,1.47695,
1.88483,2.03053,
2.70551,3.37583,
2.19212,2.89738,
2.01387,2.81537,
0.368177,0.79731,
0.0955603,0.744636,
-0.00465023,-0.487012,
0.883683,0.907092,
1.68801,2.92654,
1.125,1.45148,
0.881695,0.440931,
1.74424,-1.84276,
0.249113,-0.513953,
0.156896,-0.334454,
0.132245,0.381403,
-0.274144,-0.0255314,
-1.94164,-2.55384,
-2.83342,-4.88951,
0.608826,-0.192358,
-0.615657,-1.46535,
0.455028,0.690855,
1.10591,1.46546,
1.9276,4.17315,
0.63177,0.27367,
1.91397,2.65529,
2.80937,3.47827,
1.78587,2.10444,
1.78381,2.58826,
0.603776,1.28197,
0.294485,0.926938,
0.348237,-0.244453,
1.4288,1.87587,
2.16608,3.42767,
0.626746,0.512029,
-0.341673,0.0644585,
-1.56327,-1.66592,
-2.99637,-6.01262,
0.775806,-0.444148,
-0.934283,-1.57486,
-0.750887,-0.417246,
-2.59615,-3.59643,
-1.17667,-1.27389,
0.0280379,-0.233645,
0.189894,-0.636126,
1.8383,2.30452,
2.72455,4.2977,
0.275153,0.262588,
0.67299,1.01355,
2.30375,3.20875,
2.23581,2.33253,
2.77922,3.49091,
1.40095,1.89211,
-0.106044,0.5651,
0.092795,0.200284,
-0.591088,-0.893688,
-0.19976,-0.890083,
0.0212676,-0.247332,
-0.587067,-0.349324,
-2.9152,-4.1819,
-1.9528,-2.12524,
-0.868887,-0.137731,
-0.761528,-0.977785,
-0.807551,-1.31273,
-1.12734,-1.68977,
-2.11131,-3.19044,
-1.07945,-1.19025,
-0.205629,-0.448867,
0.281604,-0.290653,
1.73979,2.0702,
2.8283,4.81768,
0.292711,0.18467,
0.217958,0.364563,
1.74592,1.93979,
3.54225,4.9272,
1.15147,0.684369,
1.41043,1.60265,
1.43938,2.82582,
0.714224,0.577444,
0.849737,1.27429,
1.83239,3.41605,
1.52345,1.83577,
0.387329,0.953556,
-0.12703,0.150254,
-1.04137,-1.25005,
-2.9492,-5.72917,
0.489588,-0.273957,
-0.770544,-1.39409,
-0.728592,-0.569974,
-2.44759,-3.51446,
-1.40015,-1.60948,
0.187623,-0.119927,
-0.00554108,-0.87626,
1.605,1.83,
2.72448,4.66695,
0.325628,0.342212,
0.198744,0.414229,
1.61439,1.94579,
3.47192,5.33141,
0.482873,0.388837,
1.11171,1.05403,
1.61623,3.8492,
0.917201,0.610627,
0.54996,0.755054,
1.73672,3.17493,
1.98367,2.78856,
0.43482,0.632707,
-0.249619,-0.074051,
-1.65406,-1.86448,
-3.18898,-6.25956,
0.882842,-0.638808,
-1.34708,-2.17823,
-1.20188,-1.22883,
-1.47239,-1.45185,
-2.25904,-2.84367,
0.0679876,-0.175335,
0.241927,-0.477804,
2.07067,2.47099,
2.45657,3.71139,
0.217621,0.136503,
0.742223,1.28164,
1.93192,2.36815,
2.8655,3.47274,
2.14388,2.74111,
1.71216,2.26086,
0.325165,0.867283,
0.429502,0.792373,
0.311323,0.289402,
1.14684,1.73449,
2.09908,3.67224,
0.848588,0.659175,
-0.0217789,0.311803,
-0.33832,-1.08357,
-1.89176,-2.78458,
-1.37772,-2.08226,
0.620796,0.588741,
-1.62632,-2.84745,
-2.53306,-3.69103,
-0.0819445,-0.0911297,
-1.38953,-1.9768,
-0.712684,-1.28786,
0.164215,-1.03192,
0.81107,0.701728,
1.66953,3.22718,
1.0091,0.918612,
1.71634,2.58121,
2.88701,3.97823,
1.60635,1.74345,
2.0172,2.70046,
0.759254,1.47612,
0.206644,0.884865,
0.53109,0.261891,
1.22885,1.8197,
2.06452,3.13939,
0.83407,0.96726,
-0.0808251,0.296145,
-0.484589,-1.14146,
-2.21359,-3.43916,
-1.14095,-1.76727,
0.76026,0.641613,
-1.20388,-1.82738,
-2.517,-3.96095,
-0.616701,-0.561263,
-0.78407,-1.14567,
-0.0525742,-0.491015,
0.877091,0.445325,
2.46372,4.25009,
0.741789,0.844105,
0.437637,0.909158,
1.92676,3.37149,
2.40064,2.64521,
2.41681,3.01319,
2.01688,2.84173,
0.367465,0.69108,
